노선ID,노선명,기점노드ID,종점노드ID,기점정류장,종점정류장,도시코드,지자체
255000054,1- 1(거진),255000194,266000373,대포차고지,거진1리,32060,강원도 속초시
255000055,1- 1(거진),255000194,266000373,대포차고지,거진1리,32060,강원도 속초시
255000056,1- 1(거진),255000194,266000373,대포차고지,거진1리,32060,강원도 속초시
255000057,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000058,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000059,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000060,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000061,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000062,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000063,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000064,1- 1(대진),255000194,266000249,대포차고지,배봉리입구,32060,강원도 속초시
255000065,1- 1(대포),266000090,255000166,배봉리입구,대포차고지,32060,강원도 속초시
255000066,1- 1(대포),266000090,255000166,배봉리입구,대포차고지,32060,강원도 속초시
255000069,1- 1(대포),266000090,255000166,배봉리입구,대포차고지,32060,강원도 속초시
256000001,정라동-펠리스,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000002,신동아A-펠리스,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000003,경찰서-펠리스,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000004,펠리스(삼척중),256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000005,펠리스(건지),256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000006,홍전항,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000008,증산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000009,후진,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000010,증산(보건소),256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000011,근산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000012,도경2리,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000013,도경역,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000014,조비-여삼,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000015,건지동-조비,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000016,점리(보건소),256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000017,점리(경제사업장),256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000018,점리(편도),256000392,256000736,도계버스터미널,점리,32070,강원도 삼척시
256000019,상군천,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000020,예비군훈련장-교곡,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000021,동막-마읍,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000022,발한,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000023,발한(대동),256000208,253000092,삼척종합버스터미널,묵호여중,32070,강원도 삼척시
256000024,발한(엘리시아),256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000025,"마읍,신리",256000214,256000164,교동주민센터,삼척병원,32070,강원도 삼척시
256000026,"주지-마읍,신리",256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000027,점리(38국도),256000392,256000736,도계버스터미널,점리,32070,강원도 삼척시
256000028,근덕-금계,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000029,점리(터미널),256000736,256000392,점리,도계버스터미널,32070,강원도 삼척시
256000030,대진-구마,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000031,점리(고려의원),256000736,256000392,점리,도계버스터미널,32070,강원도 삼척시
256000032,장호-호산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000033,용화-장호-호산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000034,근덕-용화-장호,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000035,근덕-용화-호산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000036,근덕-장호-호산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000037,구종점,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000038,고천,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000039,도마평-고천,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000040,내미로,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000041,조지전-내미로,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000042,마평-조지-내미로,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000043,삼척중-내미로,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000044,상거노-동산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000045,하거노-동산,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000046,무사리-활기,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000047,무사리-미로-활기,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000048,삼척중-미로-신기,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000049,미로-신기-대평,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000050,미로-노곡-상군천,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000051,삼척중-미로-노곡,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000052,황조,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000053,캠퍼스-도원관,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000054,황조(국민은행),256000392,256000727,도계버스터미널,황조리,32070,강원도 삼척시
256000055,황조-홍전항,256000728,256000392,황조리,도계버스터미널,32070,강원도 삼척시
256000056,도계캠퍼스,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000057,임원3리,256000436,256000436,호산,호산,32070,강원도 삼척시
256000058,고포,256000436,256000435,호산,호산,32070,강원도 삼척시
256000059,길곡,256000435,256000436,호산,호산,32070,강원도 삼척시
256000060,상서기-이천,256000435,256000436,호산,호산,32070,강원도 삼척시
256000061,이천-상서기,256000435,256000436,호산,호산,32070,강원도 삼척시
260000017,평창-조둔(천동),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000018,평창-회동(미탄),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000019,평창-백룡굴,260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000020,평창-미탄(미탄),260000445,260000049,평창버스터미널,미탄,32340,강원도 평창군
260000021,미탄-평창(평창),260000091,260000445,미탄,평창버스터미널,32340,강원도 평창군
260000022,미탄-백룡굴,260000091,260000091,미탄,미탄,32340,강원도 평창군
260000023,미탄-회동(평안),260000049,260000091,미탄,미탄,32340,강원도 평창군
260000024,미탄-평안(평안),260000049,260000091,미탄,미탄,32340,강원도 평창군
260000025,미탄-마하(마하),260000091,260000091,미탄,미탄,32340,강원도 평창군
260000026,평창-미탄(회동),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000027,평창-원당(하일),260000140,260000445,평창,평창버스터미널,32340,강원도 평창군
260000028,평창-원당(원당),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000029,평창-입탄리,260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000030,평창-종부(종부),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000031,평창-주천(주천),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000032,평창-지동(지동),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000033,평창-천동(천동),260000445,260000445,평창버스터미널,평창버스터미널,32340,강원도 평창군
260000034,장평-노동(노동),260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000035,장평-진부(노동),260000424,260000021,장평시외버스터미널,진부공영버스정류장,32340,강원도 평창군
260000037,장평-가평(대화),260000453,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000038,장평-신리3,260000453,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000039,장평-대화(신3),260000453,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000040,장평-유포(유포),260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000041,장평-봉평(봉평),260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000042,장평-덕거리,260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000043,장평-무예술,260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000044,장평-허브나라,260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000045,장평-무예술(허),260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000046,장평-면온,260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000047,"면온(봉편,백운)",260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000048,"봉평(면,백,무)",260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000049,"봉평(면온,봉평)",260000424,260000424,장평시외버스터미널,장평시외버스터미널,32340,강원도 평창군
260000050,진부-거문리,260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000051,진부-수항(마평),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000052,진부-거문(수항),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000053,진부-거문(수마),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000054,진부-수항(수항),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000055,진부-상원사,260000452,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000056,진부-약수(약수),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000057,진부-월정사,260000452,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000058,진부-신기(신기),260000021,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000059,진부-척천(척천),260000452,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000060,진부-호명(호명),260000452,260000021,진부공영버스정류장,진부공영버스정류장,32340,강원도 평창군
260000061,진부-횡계(횡계),260000452,260000378,진부공영버스정류장,횡계시외버스공용정류장,32340,강원도 평창군
260000062,횡계-진부(진부),260000378,260000021,횡계시외버스공용정류장,진부공영버스정류장,32340,강원도 평창군
260000063,횡계-용산(용산),260000378,260000378,횡계시외버스공용정류장,횡계시외버스공용정류장,32340,강원도 평창군
260000064,횡계-대관령,260000378,260000378,횡계시외버스공용정류장,횡계시외버스공용정류장,32340,강원도 평창군
260000065,"횡계-용,알",260000378,260000378,횡계시외버스공용정류장,횡계시외버스공용정류장,32340,강원도 평창군
260000066,횡계-양떼목장,260000378,260000378,횡계시외버스공용정류장,횡계시외버스공용정류장,32340,강원도 평창군
261000001,"화암면(구,신)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000002,화암면(신도로),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000003,풍촌(신도로),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000004,"풍촌(신,주공)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000005,남면(신도로),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000006,역둔,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000007,한소리,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000008,백전(취수장),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000009,회동,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000010,가수,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000011,나전,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000012,"남평,장열,나전",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000013,"고양(나전,남평)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000014,봉정(나전),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000015,"남평,고양,봉정",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000016,"나전,항골,봉정",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000017,"망하(여곡,광하)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000018,오반,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000019,오반리(주공A),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000020,생탄,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000021,역전,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000022,역전(주공A),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000023,"주공,여성회관",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000024,진부(주공A),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000025,진부(남평),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000026,"굴다리,항골,남평",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000027,숙암(남평),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000028,숙암(굴다리),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000029,함백(천포리),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000030,"함백(구,신)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000031,"함백(천포리,신)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000032,"낙동(광덕,연곡)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000033,송오,261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000034,송오(문곡),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000035,"낙동(연곡,광덕)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000036,"남평,나전",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000037,문곡(굴다리),261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000038,임계,261000136,261000404,정선버스터미널,임계버스터미널,32350,강원도 정선군
261000039,"임계(나전,장열)",261000136,261000136,정선버스터미널,정선버스터미널,32350,강원도 정선군
261000040,정선,261000404,261000136,임계버스터미널,정선버스터미널,32350,강원도 정선군
261000041,덕암,261000404,261000404,임계버스터미널,임계버스터미널,32350,강원도 정선군
261000042,금방,261000404,261000404,임계버스터미널,임계버스터미널,32350,강원도 정선군
261000043,고단,261000404,261000404,임계버스터미널,임계버스터미널,32350,강원도 정선군
261000044,도전,261000404,261000404,임계버스터미널,임계버스터미널,32350,강원도 정선군
261000045,가목,261000404,261000404,임계버스터미널,임계버스터미널,32350,강원도 정선군
261000046,"자뭇골,남면,광덕",261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000047,증산.자미원.남면,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000048,도사곡.직전.호명,261000084,261000457,고한사북공용버스터미널,상갈래,32350,강원도 정선군
261000049,직전.피네.호명,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000050,석탄회관.범바위,261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000051,도사곡.범바위.백전,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000052,범바위.백전,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000053,증산.남면,261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000054,증산.남면.도사곡,261000084,261000457,고한사북공용버스터미널,상갈래,32350,강원도 정선군
261000055,상갈래.만항,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000056,상갈래.만항(경),261000446,261000084,만항,고한사북공용버스터미널,32350,강원도 정선군
261000057,석탄.도사곡.사북,261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000058,석탄.도사곡(A),261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000059,석탄.도사곡(B),261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000060,도사곡.보.상갈래,261000084,261000457,고한사북공용버스터미널,상갈래,32350,강원도 정선군
261000061,석탄.도사곡.시장,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000062,도사곡.사북.고한,261000084,261000457,고한사북공용버스터미널,상갈래,32350,강원도 정선군
261000063,"증산,도사곡,사북",261000457,261000457,상갈래,상갈래,32350,강원도 정선군
261000064,"증산,지뭇골",261000457,261000457,상갈래,상갈래,32350,강원도 정선군
261000065,증산.사북시장,261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000066,석탄.증산.상갈래,261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000067,"도사곡,증산",261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000068,"증산,사북,상갈래",261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000069,도사곡.시장(상),261000457,261000457,상갈래,상갈래,32350,강원도 정선군
261000070,증산.도사곡(경),261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000071,"도사곡,증산(터)",261000457,261000084,상갈래,고한사북공용버스터미널,32350,강원도 정선군
261000073,도사곡.증산(상),261000084,261000095,고한사북공용버스터미널,중갈래,32350,강원도 정선군
261000074,증산.도사곡(왕),261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000075,증산.상갈래(왕),261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000076,도사곡.증산(상),261000084,261000095,고한사북공용버스터미널,중갈래,32350,강원도 정선군
261000077,도사곡.증산(상),261000084,261000095,고한사북공용버스터미널,중갈래,32350,강원도 정선군
261000078,"도사곡(왕),증산",261000084,261000095,고한사북공용버스터미널,중갈래,32350,강원도 정선군
261000079,(경)증산.도사곡,261000084,261000095,고한사북공용버스터미널,중갈래,32350,강원도 정선군
261000080,두문.상갈래(경),254000306,261000268,태백시외버스터미널,콘도,32350,강원도 정선군
261000081,"상갈래,두문동",261000084,254000306,고한사북공용버스터미널,태백시외버스터미널,32350,강원도 정선군
261000082,두문.상갈래(경),254000306,261000268,태백시외버스터미널,콘도,32350,강원도 정선군
261000084,남면.사북.태백,261000084,261000136,고한사북공용버스터미널,정선버스터미널,32350,강원도 정선군
261000085,남면.증산(사북),261000136,261000084,정선버스터미널,고한사북공용버스터미널,32350,강원도 정선군
261000086,증산.사북(보),261000136,254000306,정선버스터미널,태백시외버스터미널,32350,강원도 정선군
261000087,증산.사북(경),254000306,261000136,태백시외버스터미널,정선버스터미널,32350,강원도 정선군
261000088,"도사곡,증산,남면",254000306,261000136,태백시외버스터미널,정선버스터미널,32350,강원도 정선군
261000089,상갈래.증산.남면,254000306,261000136,태백시외버스터미널,정선버스터미널,32350,강원도 정선군
261000090,석탄회관.증산,261000084,261000136,고한사북공용버스터미널,정선버스터미널,32350,강원도 정선군
261000091,보건소.증산.남면,261000084,261000136,고한사북공용버스터미널,정선버스터미널,32350,강원도 정선군
261000092,고토일,261000084,261000084,고한사북공용버스터미널,고한사북공용버스터미널,32350,강원도 정선군
256000062,이천-하서기,256000435,256000436,호산,호산,32070,강원도 삼척시
256000063,호산-삼척,256000435,256000208,호산,삼척종합버스터미널,32070,강원도 삼척시
256000064,캠퍼스(도원관),256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000065,도계-삼척-도계,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000066,삼척-도계,256000208,256000392,삼척종합버스터미널,도계버스터미널,32070,강원도 삼척시
256000067,도계-환선굴-삼척,256000392,256000208,도계버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000068,삼척-환선굴-도계,256000208,256000392,삼척종합버스터미널,도계버스터미널,32070,강원도 삼척시
256000069,도계-환선굴-도계,256000392,256000392,도계버스터미널,도계버스터미널,32070,강원도 삼척시
256000071,환선굴-시내순환,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000072,환선굴,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000073,망상-옥계,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,32070,강원도 삼척시
256000074,호산-풍곡,256000434,256000434,호산시외버스터미널,호산시외버스터미널,32070,강원도 삼척시
256000075,호산-풍곡,256000434,256000394,호산시외버스터미널,풍곡2리,32070,강원도 삼척시
256000076,풍곡-산양1리,256000434,256000435,호산시외버스터미널,호산,32070,강원도 삼척시
256000077,풍곡-호산,256000394,256000435,풍곡2리,호산,32070,강원도 삼척시
256000078,고적리-산양1리,256000434,256000394,호산시외버스터미널,풍곡2리,32070,강원도 삼척시
256000079,오목-사곡-고적리,256000394,256000435,풍곡2리,호산,32070,강원도 삼척시
256000080,호산-풍곡-호산,256000434,256000435,호산시외버스터미널,호산,32070,강원도 삼척시
256000081,풍곡-호산,256000396,256000435,풍곡,호산,32070,강원도 삼척시
256000082,사곡-오목-풍곡,256000434,256000557,호산시외버스터미널,풍곡,32070,강원도 삼척시
256000083,호산-풍곡-호산,256000434,256000434,호산시외버스터미널,호산시외버스터미널,32070,강원도 삼척시
259000001,"청,광,선돌,신A",259000302,259000545,세종장입구.영월역앞,영월교통차고지,32330,강원도 영월군
259000002,"신A,광천,선돌",259000577,259000545,신라장입구,영월교통차고지,32330,강원도 영월군
259000003,"신A,광천,선돌",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000004,"신A,광,선,군청",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000005,속골,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000006,"팔괴,흥월,발전",259000302,259000545,세종장입구.영월역앞,영월교통차고지,32330,강원도 영월군
259000007,"팔괴,흥월,발전",259000577,259000545,신라장입구,영월교통차고지,32330,강원도 영월군
259000008,"팔괴,흥월,발전",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000009,"삼옥,문산,삼옥",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000010,"삼옥,문산",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000011,"삼옥,문산,영월역",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000012,"김삿갓,녹전,옥동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000013,"김삿갓,옥동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000014,"김삿갓,옥동,덕포",259000545,259000577,영월교통차고지,신라장입구,32330,강원도 영월군
259000015,"옥동,녹전,석항",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000016,"옥,내리,녹전,석",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000017,"옥동,녹전,옥동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000018,"옥,내리,녹전,옥",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000019,"옥동,내리,녹전",259000545,259000087,영월교통차고지,하동수퍼,32330,강원도 영월군
259000020,"녹전,석황,영월",259000087,259000545,하동수퍼,영월교통차고지,32330,강원도 영월군
259000021,"옥,녹전,직동,석",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000022,"녹전,직동",259000087,259000351,하동수퍼,하동수퍼,32330,강원도 영월군
259000023,"석황,녹전,직동",259000545,259000351,영월교통차고지,하동수퍼,32330,강원도 영월군
259000024,구인사,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000025,"구인사,덕포보건소",259000545,259000577,영월교통차고지,신라장입구,32330,강원도 영월군
259000026,"옥동,녹전,상동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000027,"덕,녹전,내리,옥",259000085,259000545,종점,영월교통차고지,32330,강원도 영월군
259000028,"와,주문,예밀,옥",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000029,"예밀,주문,옥동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000030,"예밀,주문,와석",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000031,함백,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000032,"신동,방제1,함백",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000033,"신동,함백,신동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000034,"함백,신동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000036,"세골APT,함백",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000037,"세골A,함백,역",259000545,259000302,영월교통차고지,세종장입구.영월역앞,32330,강원도 영월군
259000038,"소방,신동,함백",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000039,"석황,녹전,옥동",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000040,"석황,녹,내,덕포",259000545,259000577,영월교통차고지,신라장입구,32330,강원도 영월군
259000041,쌍용,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000042,"쌍용,후탄,창원1",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000043,"창원1,쌍용,후탄",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000044,"쌍용,후탄,쌍용",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000045,조전리,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000046,옹정리,259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000047,"옹정,한반도,선암",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000048,"한반도,선암,옹정",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000049,"주천,영월",259000545,259000545,영월교통차고지,영월교통차고지,32330,강원도 영월군
259000050,"좌편,결운,금마리",259000538,259000532,주천버스정류장,주천버스정류장,32330,강원도 영월군
